"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2023.MMP0942,2023.MMP0942,"North America","Sat, 07/15/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.0277392, -112.001813","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0943,2023.MMP0943,"North America","Sat, 07/15/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.82164, -111.907658","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0944,2023.MMP0944,"North America","Mon, 07/17/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.83958, -111.912325","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0945,2023.MMP0945,"North America","Mon, 07/17/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.92721, -112.36","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0946,2023.MMP0946,"North America","Tue, 07/18/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Sickness / lack of access to adequate healthcare",Mexico,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.33527, -109.37805","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0947,2023.MMP0947,"North America","Tue, 07/18/2023 - 12:00",2023,July,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.702073, -112.026101","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0948,2023.MMP0948,"North America","Tue, 07/18/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.899167, -112.676167","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0949,2023.MMP0949,"North America","Tue, 07/18/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.9258718, -112.802311","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0950,2023.MMP0950,"North America","Thu, 07/20/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.93011, -111.41917","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0951,2023.MMP0951,"North America","Thu, 07/20/2023 - 12:00",2023,July,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.90216, -111.86239","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0952,2023.MMP0952,"North America","Thu, 07/20/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.022823, -110.941623","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0953,2023.MMP0953,"North America","Thu, 07/20/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.45721, -109.06571","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0954,2023.MMP0954,"North America","Sat, 07/22/2023 - 12:00",2023,July,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.7787, -111.83163","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0955,2023.MMP0955,"North America","Sat, 07/22/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.89821, -111.851","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0956,2023.MMP0956,"North America","Sun, 07/23/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.55516, -111.33535","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0957,2023.MMP0957,"North America","Sun, 07/23/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.03779, -112.32059","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0958,2023.MMP0958,"North America","Sun, 07/23/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.03779, -112.32059","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0959,2023.MMP0959,"North America","Mon, 07/24/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.473525, -111.795155","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0960,2023.MMP0960,"North America","Wed, 07/26/2023 - 12:00",2023,July,1,,1,,1,,,"Central America",Violence,Guatemala,"South Highway 80 and Mile Post 294, Cochise County, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","31.4426589, -109.826547","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0961,2023.MMP0961,"North America","Fri, 07/28/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.83517, -111.39818","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0962,2023.MMP0962,"North America","Fri, 07/28/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.82864, -111.39869","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0963,2023.MMP0963,"North America","Fri, 07/28/2023 - 12:00",2023,July,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.850065, -111.776051","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0964,2023.MMP0964,"North America","Fri, 07/28/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.837535, -111.859055","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0965,2023.MMP0965,"North America","Sat, 07/29/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.58946, -111.33029","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0966,2023.MMP0966,"North America","Sun, 07/30/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.36199, -111.09084","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0967,2023.MMP0967,"North America","Mon, 07/31/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.56417, -111.4051","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0968,2023.MMP0968,"North America","Sun, 07/30/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.416844, -112.321667","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0969,2023.MMP0969,"North America","Mon, 07/31/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.5736111, -109.178056","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0970,2023.MMP0970,"North America","Tue, 08/01/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.894483, -111.854683","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0971,2023.MMP0971,"North America","Wed, 08/02/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.304141, -113.257297","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0972,2023.MMP0972,"North America","Wed, 08/02/2023 - 12:00",2023,August,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.468334, -109.389301","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0973,2023.MMP0973,"North America","Thu, 08/03/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Mixed or unknown",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.840633, -111.779746","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0974,2023.MMP0974,"North America","Fri, 08/04/2023 - 12:00",2023,August,1,,1,,,1,,"Central America",Violence,Mexico,"Intersection of South Country Club Road and East Valencia Road, Pima County, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","32.13398408, -110.926363","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0975,2023.MMP0975,"North America","Sun, 08/06/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.65369, -111.13683","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0976,2023.MMP0976,"North America","Mon, 08/07/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.3925, -109.317","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0977,2023.MMP0977,"North America","Mon, 08/07/2023 - 12:00",2023,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.89712, -111.74242","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0978,2023.MMP0978,"North America","Sat, 08/12/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.814989, -111.25161","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0979,2023.MMP0979,"North America","Sun, 08/13/2023 - 12:00",2023,August,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.546067, -111.743067","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0980,2023.MMP0980,"North America","Sun, 08/13/2023 - 12:00",2023,August,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"3468 East Old Vail Connection Road, Pima County, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","32.07571752, -110.919139","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0981,2023.MMP0981,"North America","Tue, 08/15/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.84389, -111.2468","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0982,2023.MMP0982,"North America","Wed, 08/16/2023 - 12:00",2023,August,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.72586, -111.82315","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0983,2023.MMP0983,"North America","Wed, 08/16/2023 - 12:00",2023,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.90331, -111.76676","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0984,2023.MMP0984,"North America","Wed, 08/16/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"6500 East Desperado Drive, Cochise County, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","31.36723009, -110.213946","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0985,2023.MMP0985,"North America","Thu, 08/17/2023 - 12:00",2023,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.87472, -112.79976","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0986,2023.MMP0986,"North America","Fri, 08/18/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.80044, -111.83352","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0987,2023.MMP0987,"North America","Sat, 08/19/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.395367, -110.776893","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0988,2023.MMP0988,"North America","Sat, 08/19/2023 - 12:00",2023,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.7771, -111.63708","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0989,2023.MMP0989,"North America","Sat, 08/19/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.70986, -111.77679","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0990,2023.MMP0990,"North America","Mon, 08/21/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.3868, -111.10223","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0991,2023.MMP0991,"North America","Tue, 08/22/2023 - 12:00",2023,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.4045, -113.295","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0992,2023.MMP0992,"North America","Sat, 08/26/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.86538, -111.86182","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0993,2023.MMP0993,"North America","Tue, 08/29/2023 - 12:00",2023,August,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.829617, -111.537183","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0994,2023.MMP0994,"North America","Sun, 08/20/2023 - 12:00",2023,August,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.79016, -111.9115","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0995,2023.MMP0995,"North America","Fri, 09/01/2023 - 12:00",2023,September,1,,1,,1,,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.96958, -111.42093","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0996,2023.MMP0996,"North America","Fri, 09/01/2023 - 12:00",2023,September,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Santa Cruz County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.3340158, -110.96896","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0997,2023.MMP0997,"North America","Sat, 09/02/2023 - 12:00",2023,September,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.61895, -111.76166","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0998,2023.MMP0998,"North America","Sat, 09/02/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.804505, -111.253276","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP0999,2023.MMP0999,"North America","Mon, 09/04/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.480073, -109.24605","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1000,2023.MMP1000,"North America","Wed, 09/06/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.446467, -113.135567","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1001,2023.MMP1001,"North America","Thu, 09/07/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,Unknown,"1400 Block A Avenue, Cochise County, Arizona, USA","Pima County Office of the Medical Examiner (PCOME)","31.34875212, -109.545518","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1002,2023.MMP1002,"North America","Fri, 09/08/2023 - 12:00",2023,September,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Cochise County, Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.46151, -109.4665","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1003,2023.MMP1003,"North America","Mon, 09/11/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.1049, -112.02528","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1004,2023.MMP1004,"North America","Sun, 09/10/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.3091667, -111.868056","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1005,2023.MMP1005,"North America","Tue, 09/12/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.752623, -111.702997","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1006,2023.MMP1006,"North America","Tue, 09/12/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.65322, -111.85648","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1007,2023.MMP1007,"North America","Wed, 09/13/2023 - 12:00",2023,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.14987, -111.55561","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1008,2023.MMP1008,"North America","Wed, 09/13/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.246989, -113.057283","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2023.MMP1009,2023.MMP1009,"North America","Wed, 09/13/2023 - 12:00",2023,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.19949, -113.05528","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
